Unique_id,Product_name,Brand,Grammage_quantity,Grammage_unit,Pdp_url,Selling_price,Currency,Country_of_origin,Product_description,Breadcrumb,Ingredients,Nutritions,Storage_instructions,Image_url
8915818,Vivess Baby-Kapuzentuch 1 Stück,Vivess,,,https://shop.rewe.de/p/vivess-baby-kapuzentuch-1-stueck/8915818,9.99,Euro,,Artikelnummer 8915818,Monats-Highlights>Baby & Kind>Liebevoll ausgestattet,,{},,https://img.rewe-static.de/8915818/41548672_digital-image.png
833533,Müller Joghurt mit der Ecke Schoko-Balls 150g,Müller,150,g,https://shop.rewe.de/p/mueller-joghurt-mit-der-ecke-schoko-balls-150g/833533,0.39,Euro,Deutschland,Artikelnummer 833533,"Käse, Eier & Molkerei>Joghurt, Desserts & Alternativen>Joghurt & Alternativen","JOGHURT, schokolierte Getreidekugeln (Zucker, VOLLMILCHPULVER, Kakaobutter, Reismehl, Kakaomasse, WEIZENVOLLKORNMEHL, MILCHEIWEIß, LAKTOSE, Emulgator Lecithine (enthält SOJA), GERSTENMALZ, Speisesalz, Aroma, Glukosesirup, Überzugsmittel Gummi arabicum), Wasser, Zucker, modifizierte Stärke, Verdickungsmittel Pektine, Säureregulator Natriumcitrate, Säuerungsmittel Citronensäure, färbendes Pflanzenkonzentrat (Karotte), extrahierte gemahlene Vanilleschoten, Aroma. KANN SPUREN VON ANDEREM GLUTENHALTIGEN GETREIDE, ERDNÜSSEN, EI, LUPINEN, SENF, SESAM UND NÜSSEN/SCHALENFRÜCHTEN ENTHALTEN.","{'Energie': '131 kcal', 'Fett': '5 g', 'Fett, davon gesättigte Fettsäuren': '3,3 g', 'Kohlenhydrate': '16,9 g', 'Kohlenhydrate, davon Zucker': '14,9 g', 'Eiweiß': '3,9 g', 'Salz': '0,16 g'}",Bei max. +8 °C mindestens haltbar bis: siehe Aufdruck.,https://img.rewe-static.de/0833533/4773550_digital-image.png
1096218,Nektarinen gelb ca. 1kg Schale,,1,kg,https://shop.rewe.de/p/nektarinen-gelb-ca-1kg-schale/1096218,2.39,Euro,"Griechenland, Spanien oder Italien","Artikelnummer 1096218,Nektarinen gelten als Spezialform des Pfirsichs. Ihr Fleisch ist fest, weiß oder gelb und sie haben eine glatte, nicht von Flaum bedeckte Schale, ähnlich der Pflaume. Es gibt weiße oder gelbfleischige Sorten. Daneben gibt es noch Wildnektarinen (Platerinas). Weltweit angebaut, vorwiegend Italien, Griechenland, Spanien, Frankreich und den USA (Kalifornien). Saftig, süß oder säuerlich pikant und dabei weniger fruchtig und fester als Pfirsiche. Nektarinen werden überwiegend roh verzehrt, z.B. in Obstsalaten. Waschen, rundherum einschneiden, die Hälften gegeneinander drehen und lösen. Der Stein lässt sich meist leicht herauslösen. Sich spaltende Kerne sorgfältig entfernen. Sehr druckempfindlich.

Sind im online Shop bei einem Produkt alternative Herkunftsländer angegeben, so gilt das an der Ware ausgezeichnete Herkunftsland, welches Sie bei Warenlieferung überprüfen können.",Obst & Gemüse>Frisches Obst>Steinobst>Nektarinen,,{},,https://img.rewe-static.de/1096218/20148016_digital-image.png
1045619,Pfirsiche gelb/weißfleischig 1kg Schale,,1,kg,https://shop.rewe.de/p/pfirsiche-gelb-weissfleischig-1kg-schale/1045619,2.29,Euro,"Spanien, Griechenland oder Italien",Artikelnummer 1045619,Obst & Gemüse>Frisches Obst>Steinobst>Pfirsiche,,{},,https://img.rewe-static.de/1045619/21306418_digital-image.png
2472828,Pfirsiche platt 500g,,500,g,https://shop.rewe.de/p/pfirsiche-platt-500g/2472828,1.69,Euro,Spanien,Artikelnummer 2472828,Obst & Gemüse>Frisches Obst>Steinobst>Pfirsiche,,{},,https://img.rewe-static.de/2472828/24061035_digital-image.png
2231617,Ponnath Prosciutto Cotto 150g,Ponnath,150,g,https://shop.rewe.de/p/ponnath-prosciutto-cotto-150g/2231617,2.99,Euro,Deutschland,"Artikelnummer 2231617,Original italienisches Rezept.",Fleisch & Fisch>Wurst & Aufschnitt>Kochschinken & Braten,"Schweinefleisch, Säureregulatoren: Kaliumlactat, Natriumacetate; jodiertes Speisesalz (Speisesalz, Kaliumjodat), Glukosesirup, Gewürzextrakte, Stabilisator: Triphosphate, Antioxidationsmittel: Natriumascorbat, Konservierungsstoff: Natriumnitrit.","{'Energie': '108 kcal', 'Fett': '2,5 g', 'Fett, davon gesättigte Fettsäuren': '1,1 g', 'Kohlenhydrate': '1 g', 'Kohlenhydrate, davon Zucker': '0,8 g', 'Eiweiß': '20 g', 'Salz': '2,1 g'}",Ungeöffnet bei max. +7°C mindestens haltbar bis: siehe Verpackungsaufdruck,https://img.rewe-static.de/2231617/23475456_digital-image.png
1028378,REWE Beste Wahl Banane ca. 200g,REWE Beste Wahl,200,g,https://shop.rewe.de/p/rewe-beste-wahl-banane-ca-200g/1028378,0.40,Euro,"Kolumbien, Costa Rica, Ecuador, Ghana, Guatemala oder Honduras",Artikelnummer 1028378,Obst & Gemüse>Frisches Obst>Bananen,,{},,https://img.rewe-static.de/1028378/21012012_digital-image.png
444702,REWE Beste Wahl Laugenbrezeln 770g,REWE Beste Wahl,770,g,https://shop.rewe.de/p/rewe-beste-wahl-laugenbrezeln-770g/444702,1.99,Euro,,Artikelnummer 444702,Tiefkühlkost>Tiefkühl-Backwaren>Tiefkühl-Laugengebäck,"WEIZENMEHL, Wasser, Hefe, Speisesalz, WEIZENMALZMEHL, Dextrose, Emulgatoren (Lecithine (SOJA), Mono- und Diglyceride von Speisefettsäuren), Stabilisator (Guarkernmehl), Brezellauge (Wasser, Säureregulator (Natriumhydroxid)). Brezelsalz (separat beigepackt). ","{'Energie': '213 kcal', 'Fett': '1 g', 'Fett, davon gesättigte Fettsäuren': '0,2 g', 'Kohlenhydrate': '42 g', 'Kohlenhydrate, davon Zucker': '2,6 g', 'Ballaststoffe': '2 g', 'Eiweiß': '8,1 g', 'Salz': '1,2 g'}",*-Fach oder Eiswürfelfach (-6 °C): 3 Tage; **-Fach (-12 °C): 10 Tage; ***-Fach oder Tiefkühltruhe (-18 °C): siehe Aufdruck Seitenfläche,https://img.rewe-static.de/0444702/22880447_digital-image.png
7635153,REWE Beste Wahl Marinierter Oliven-Mix 150g,REWE Beste Wahl,150,g,https://shop.rewe.de/p/rewe-beste-wahl-marinierter-oliven-mix-150g/7635153,1.89,Euro,Niederlande,Artikelnummer 7635153,Fertiggerichte & Konserven>Feinkost & Antipasti>Oliven,"Grüne Oliven eingelegt, entsteint 47% (Oliven, Speisesalz, Säuerungsmittel (Milchsäure, Citronensäure), Antioxidationsmittel (Ascorbinsäure)), geschwärzte Oliven eingelegt, entsteint 47% (Oliven, Speisesalz, Stabilisator (Eisen-II-gluconat)), Rapsöl, Kapern eingelegt (Kapern, Branntweinessig, Speisesalz), Knoblauchgranulat, Petersilie, Liebstöckel, Antioxidationsmittel (Ascorbinsäure), Kerbel, Weißweinessig, Säuerungsmittel (Citronensäure).","{'Energie': '182 kcal', 'Fett': '19,1 g', 'Fett, davon gesättigte Fettsäuren': '2,6 g', 'Kohlenhydrate': '0,2 g', 'Kohlenhydrate, davon Zucker': '0 g', 'Ballaststoffe': '2,1 g', 'Eiweiß': '1,3 g', 'Salz': '2,06 g'}",,https://img.rewe-static.de/7635153/41839440_digital-image.png
8960794,REWE Bio Feta 200g,REWE Bio,200,g,https://shop.rewe.de/p/rewe-bio-feta-200g/8960794,2.65,Euro,Griechenland,Artikelnummer 8960794,"Käse, Eier & Molkerei>Käse & Käseersatz>Feta & Schafskäse","Zutaten: SCHAFMILCH*, ZIEGENMILCH*, Speisesalz, mikrobielles Lab, Säuerungskulturen, Calciumchlorid.","{'Energie': '276 kcal', 'Fett': '23 g', 'Fett, davon gesättigte Fettsäuren': '17 g', 'Kohlenhydrate': '0,7 g', 'Kohlenhydrate, davon Zucker': '0,7 g', 'Ballaststoffe': '0 g', 'Eiweiß': '16,5 g', 'Salz': '2,3 g'}",,https://img.rewe-static.de/8960794/41159432_digital-image.png
200347,REWE Bio Gouda 150g,REWE Bio,150,g,https://shop.rewe.de/p/rewe-bio-gouda-150g/200347,1.99,Euro,Österreich,"Artikelnummer 200347,Der REWE Bio Gouda wird ausschließlich mit Heumilch aus Österreich produziert. Heumilch kommt von Kühen, die im Sommer nur mit frischem Grünlandfutter und im Winter mit sorgfältig getrocknetem Heu und Getreideschrot gefüttert werden. Für diese besondere Milch des REWE Bio Gouda wird bei der Fütterung der Kühe also gänzlich auf Silage verzichtet. Genießen Sie den Unterschied.","Käse, Eier & Molkerei>Käse & Käseersatz>Schnittkäse","Zutaten: HEUMILCH* g.t.S., Speisesalz, Käsereikulturen, mikrobielles Lab, Calciumchlorid.","{'Energie': '357 kcal', 'Fett': '29 g', 'Fett, davon gesättigte Fettsäuren': '22 g', 'Kohlenhydrate': '0 g', 'Kohlenhydrate, davon Zucker': '0 g', 'Ballaststoffe': '0 g', 'Eiweiß': '24 g', 'Salz': '1,3 g'}",Nach dem Öffnen gekühlt lagern und innerhalb von 4 Tagen aufbrauchen.,https://img.rewe-static.de/0200347/7331030_digital-image.png
7359497,REWE Bio Gurke 1 Stück,REWE Bio,,,https://shop.rewe.de/p/rewe-bio-gurke-1-stueck/7359497,1.25,Euro,"Marokko, Deutschland, Bulgarien oder Spanien",Artikelnummer 7359497,Obst & Gemüse>Frisches Gemüse>Gurken,,{},,https://img.rewe-static.de/7359497/24569872_digital-image.png
199016,REWE Bio Mini Wassermelone 1 Stück,REWE Bio,,,https://shop.rewe.de/p/rewe-bio-mini-wassermelone-1-stueck/199016,4.99,Euro,"Deutschland, Italien, Portugal oder Spanien",Artikelnummer 199016,Obst & Gemüse>Frisches Obst>Melonen,,{},,https://img.rewe-static.de/0199016/23914289_digital-image.png
200385,REWE Bio Mozzarella 125g,REWE Bio,125,g,https://shop.rewe.de/p/rewe-bio-mozzarella-125g/200385,1.29,Euro,Deutschland,"Artikelnummer 200385,Ausgewählte Bio-Bauernhöfe in Deutschland und Österreich wirtschaften nach den strengen Naturland Richtlinien und liefern die Milch für den REWE Bio Mozzarella. Die Milchkühe werden artgerecht gehalten und mit Futter aus biologischem Anbau gefüttert.
Die Naturland Standards, die weit über die gesetzlichen Anforderungen der EU-Bio-Verordnung hinausgehen, garantieren Natürlichkeit und Geschmack. Genießen Sie den Unterschied!","Käse, Eier & Molkerei>Käse & Käseersatz>Mozzarella","Zutaten: MILCH*, Speisesalz, mikrobielles Lab, Säuerungsmittel (MILCHsäure). *aus kontrolliert biologischer Landwirtschaft","{'Energie': '246 kcal', 'Fett': '18,5 g', 'Fett, davon gesättigte Fettsäuren': '12,3 g', 'Kohlenhydrate': '1 g', 'Kohlenhydrate, davon Zucker': '1 g', 'Ballaststoffe': '0 g', 'Eiweiß': '18,9 g', 'Salz': '0,6 g'}",,https://img.rewe-static.de/0200385/7299280_digital-image.png
2588140,REWE Bio Möhren 1kg,REWE Bio,1,kg,https://shop.rewe.de/p/rewe-bio-moehren-1kg/2588140,1.99,Euro,Deutschland oder Niederlande,Artikelnummer 2588140,Obst & Gemüse>Frisches Gemüse>Wurzelgemüse>Möhren,,{},,https://img.rewe-static.de/2588140/24343912_digital-image.png
9869839,REWE Bio Nektarine 350g,REWE Bio,350,g,https://shop.rewe.de/p/rewe-bio-nektarine-350g/9869839,2.99,Euro,Spanien ,Artikelnummer 9869839,Obst & Gemüse>Frisches Obst>Steinobst>Nektarinen,,{},,https://img.rewe-static.de/9869839/50553547_digital-image.png
294936,REWE Bio Passata passierte Tomaten 700g,REWE Bio,700,g,https://shop.rewe.de/p/rewe-bio-passata-passierte-tomaten-700g/294936,1.59,Euro,Italien,Artikelnummer 294936,"Öle, Soßen & Gewürze>Soßen>Fertigsoßen>Pastasoßen","Tomaten*, Speisesalz. ","{'Energie': '24 kcal', 'Fett': '0,1 g', 'Fett, davon gesättigte Fettsäuren': '< 0,1 g', 'Kohlenhydrate': '3,4 g', 'Kohlenhydrate, davon Zucker': '3,4 g', 'Eiweiß': '1,5 g', 'Salz': '0,35 g'}",Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb weniger Tage verzehren.,https://img.rewe-static.de/0294936/1893540_digital-image.png
206057,REWE Bio Salami 70g,REWE Bio,70,g,https://shop.rewe.de/p/rewe-bio-salami-70g/206057,1.75,Euro,Deutschland,Artikelnummer 206057,Fleisch & Fisch>Wurst & Aufschnitt>Salami & Paprikawurst,"Schweinefleisch¹, Rindfleisch¹, Meersalz, Traubenzucker¹, Gewürze¹, Antioxidationsmittel Natriumascorbat, Konservierungsstoff Natriumnitrit, Reifekulturen, Buchenholzrauch. ¹aus kontrolliert biologischer Landwirtschaft. 100g Salami werden hergestellt aus 108g Schweinefleisch und 36g Rindfleisch.","{'Energie': '374 kcal', 'Fett': '30 g', 'Fett, davon gesättigte Fettsäuren': '12 g', 'Kohlenhydrate': '1 g', 'Kohlenhydrate, davon Zucker': '1 g', 'Eiweiß': '24,5 g', 'Salz': '4 g'}",Bei maximal 7°C ungeöffnet mindestens haltbar bis: siehe Verpackungsaufdruck,https://img.rewe-static.de/0206057/2052750_digital-image.png
371375,REWE Bio Sonnenmais 140g,REWE Bio,140,g,https://shop.rewe.de/p/rewe-bio-sonnenmais-140g/371375,0.89,Euro,Ungarn,"Artikelnummer 371375,Hergestellt für: REWE Markt GmbH, D-50603 Köln",Fertiggerichte & Konserven>Gemüsekonserven>Mais-Konserven,"Gemüsemais supersweet*, Wasser, Meersalz.","{'Energie': '71 kcal', 'Fett': '1,2 g', 'Fett, davon gesättigte Fettsäuren': '0,3 g', 'Kohlenhydrate': '11 g', 'Kohlenhydrate, davon Zucker': '5,7 g', 'Ballaststoffe': '3,1 g', 'Eiweiß': '2,5 g', 'Salz': '0,4 g'}","Produkt nach dem Öffnen in einen nicht-metallischen Behälter umfüllen, im Kühlschrank lagern und innerhalb weniger Tage verzehren.",https://img.rewe-static.de/0371375/29196838_digital-image.png
7589883,REWE Bio Zitrone 500g im Netz,REWE Bio,500,g,https://shop.rewe.de/p/rewe-bio-zitrone-500g-im-netz/7589883,2.99,Euro,Spanien oder Peru,"Artikelnummer 7589883,Sehr sauer.
Das Fruchtfleisch und der Saft werden z.B. für Salatsoßen, Cremes, Backwaren und Erfrischungsgetränke verwendet. Zitronen halbieren und die beiden Hälften auspressen. Kühl, trocken und luftig lagern. Nicht im Kühlschrank aufbewahren.",Obst & Gemüse>Frisches Obst>Zitrusfrüchte,,{},,https://img.rewe-static.de/7589883/41938999_digital-image.png
2625775,REWE to go Karottini 250g,REWE to go,250,g,https://shop.rewe.de/p/rewe-to-go-karottini-250g/2625775,0.99,Euro,Niederlande,Artikelnummer 2625775,Obst & Gemüse>Frisches Gemüse>Wurzelgemüse>Möhren,"entfällt, da Monoprodukt ","{'Energie': '33 kcal', 'Fett': '0,3 g', 'Fett, davon gesättigte Fettsäuren': '0,1 g', 'Kohlenhydrate': '5,5 g', 'Kohlenhydrate, davon Zucker': '4,3 g', 'Eiweiß': '0,6 g', 'Salz': '0,03 g'}",,https://img.rewe-static.de/2625775/25598665_digital-image.png
324515,Salakis Schafskäse Light 180g,Salakis,180,g,https://shop.rewe.de/p/salakis-schafskaese-light-180g/324515,3.79,Euro,Frankreich,Artikelnummer 324515,"Käse, Eier & Molkerei>Käse & Käseersatz>Feta & Schafskäse","SchafMILCH, tierisches Lab, Salzlake","{'Energie': '161 kcal', 'Fett': '9 g', 'Fett, davon gesättigte Fettsäuren': '6,4 g', 'Kohlenhydrate': '0,9 g', 'Kohlenhydrate, davon Zucker': '0,9 g', 'Eiweiß': '19 g', 'Salz': '2,8 g'}",bei 8 °C mindestens haltbar bis: siehe Verpackungsaufdruck,https://img.rewe-static.de/0324515/7998640_digital-image.png
8874226,Salakis Schafskäse Natur 180g,Salakis,180,g,https://shop.rewe.de/p/salakis-schafskaese-natur-180g/8874226,3.79,Euro,Frankreich,Artikelnummer 8874226,"Käse, Eier & Molkerei>Käse & Käseersatz>Feta & Schafskäse",Weichkäse aus pasteurisierter SCHAFMILCH in Salzlake gereift.,"{'Energie': '272 kcal', 'Fett': '23 g', 'Fett, davon gesättigte Fettsäuren': '16 g', 'Kohlenhydrate': '0,8 g', 'Kohlenhydrate, davon Zucker': '0,8 g', 'Eiweiß': '16 g', 'Salz': '2,8 g'}",Bei +2°C bis +7 °C mindestens haltbar bis: siehe Datum unten.,https://img.rewe-static.de/8874226/37902848_digital-image.png
1104863,Tafeltrauben blau kernlos 500g,,500,g,https://shop.rewe.de/p/tafeltrauben-blau-kernlos-500g/1104863,1.59,Euro,"Spanien, Italien oder Südafrika",Artikelnummer 1104863,Obst & Gemüse>Frisches Obst>Trauben,,{},,https://img.rewe-static.de/1104863/21432767_digital-image.png
1105044,Tafeltrauben hell kernlos 500g,,500,g,https://shop.rewe.de/p/tafeltrauben-hell-kernlos-500g/1105044,2.19,Euro,Spanien oder Italien,Artikelnummer 1105044,Obst & Gemüse>Frisches Obst>Trauben,,{},,https://img.rewe-static.de/1105044/21306366_digital-image.png
1105069,Tafeltrauben kernlos hell und blau 500g,,500,g,https://shop.rewe.de/p/tafeltrauben-kernlos-hell-und-blau-500g/1105069,3.19,Euro,Ägypten,"Artikelnummer 1105069,Schale mit blauen und hellen Trauben.",Obst & Gemüse>Frisches Obst>Trauben,,{},,https://img.rewe-static.de/1105069/25288714_digital-image.png
215147,Tuc Cracker Original 100g,Tuc,100,g,https://shop.rewe.de/p/tuc-cracker-original-100g/215147,1.49,Euro,Belgien,"Artikelnummer 215147,Tuc passt immer. Für alle, die es gerne klassisch, leicht gesalzen mögen, gibt es den original Tuc Cracker Classic. Tuc Cracker Classic sind gold-gelb gebacken und dabei herrlich locker und knusprig - eben genau das Richtige für echte Cracker-Fans. Tuc Cracker enthalten sorgfältig ausgesuchte Zutaten, die schonend verarbeitet werden. Ob pur, zum Dippen oder Belegen - Tuc Cracker mit dem praktischen Wiederverschluss passen immer. Egal ob unterwegs oder zu Hause, allein oder mit Freunden.",Süßes & Salziges>Chips & Knabbereien>Cracker,"WEIZENMEHL, Palmöl, Glukosesirup, GERSTENMALZEXTRAKT, Backtriebmittel (Ammoniumcarbonate, Natriumcarbonate), Speisesalz 1,4 %, EIER, Aroma, Mehlbehandlungsmittel (NATRIUMMETABISULFIT). KANN ENTHALTEN: SOJA, MILCH.","{'Energie': '482 kcal', 'Fett': '19 g', 'Fett, davon gesättigte Fettsäuren': '9 g', 'Kohlenhydrate': '67 g', 'Kohlenhydrate, davon Zucker': '7,1 g', 'Ballaststoffe': '2,4 g', 'Eiweiß': '8,3 g', 'Salz': '1,7 g'}",Trocken lagern und vor Wärme schützen.,https://img.rewe-static.de/0215147/1197720_digital-image.png
22241,Zespri Kiwi Gold 1 Stück,,,,https://shop.rewe.de/p/zespri-kiwi-gold-1-stueck/22241,0.95,Euro,"Neuseeland, Costa Rica, Honduras oder Italien",Artikelnummer 22241,Obst & Gemüse>Frisches Obst>Kiwi,,{},,https://img.rewe-static.de/0022241/36093611_digital-image.png
195634,Zespri Kiwi Green 1 Stück,,,,https://shop.rewe.de/p/zespri-kiwi-green-1-stueck/195634,0.39,Euro,Neuseeland,Artikelnummer 195634,Obst & Gemüse>Frisches Obst>Kiwi,,{},,https://img.rewe-static.de/0195634/31049727_digital-image.png
185984,Zott Monte Maxi Schoko 4x100g,Monte,100,g,https://shop.rewe.de/p/zott-monte-maxi-schoko-4x100g/185984,2.69,Euro,Deutschland,Artikelnummer 185984,"Käse, Eier & Molkerei>Joghurt, Desserts & Alternativen>Pudding & Vegane Desserts>Schokopudding","VOLLMILCH (53%), SAHNE, Zucker, modifizierte Stärke, fettarmes Kakaopulver (0,7%), HASELNUSSMARK (0,5%), Schokoladenpulver (0,5%), Stärke, Verdickungsmittel: Carrageen, Johannisbrotkernmehl, Guarkernmehl; Calciumcitrate, Aroma.","{'Energie': '181 kcal', 'Fett': '11,8 g', 'Fett, davon gesättigte Fettsäuren': '7,8 g', 'Kohlenhydrate': '15,7 g', 'Kohlenhydrate, davon Zucker': '13,7 g', 'Eiweiß': '2,6 g', 'Salz': '0,07 g', 'Vitamin A': '120 µg', 'Calcium': '120 mg'}",Bei max. +8°C mindestens haltbar bis: siehe Aufdruck.,https://img.rewe-static.de/0185984/22264573_digital-image.png
249183,kinder Riegel Schokoriegel 18 Riegel 378g,Kinder,378,g,https://shop.rewe.de/p/kinder-riegel-schokoriegel-18-riegel-378g/249183,4.89,Euro,Europäische Union,"Artikelnummer 249183,Süßes für unsere Naschkatzen 
Genießen Sie die süße Schokoladen-Vielfalt von REWE - von der Tafelschokolade für gemütliche Abende bis hin zum Schokoriegel für zwischendurch. Nehmen Sie sich eine süße Auszeit oder bereiten Sie Ihren Liebsten eine Freude. 

Detaillierte Informationen zu Kinder Riegel 18 Riegel 

Gefüllte Vollmilchschokolade mit Milchfüllung 
Die Vollmilchschokolade der Marke Kinder ist in der handlichen 18er-Packung erhältlich. 
Mit diesem süßen Snack für zwischendurch tanken Sie ganz einfach auch unterwegs neue Energie und sind gewappnet für kommende Aufgaben. 
Schokolade direkt an die Wohnungstür bestellen 
Um Ihren persönlichen Schokoladen-Vorrat aufzufüllen, bestellen Sie ganz bequem online und der REWE Lieferservice liefert Süßes direkt bis vor die Wohnungstür.",Süßes & Salziges>Schokolade>Schokoriegel,"VOLLMILCHSCHOKOLADE 40 % (Zucker, VOLLMILCHPULVER, Kakaobutter, Kakaomasse, Emulgator Lecithine (SOJA), Vanillin), Zucker, MAGERMILCHPULVER (18 %), Palmöl, BUTTERREINFETT, Emulgator Lecithine (SOJA), Vanillin. Gesamtmilchbestandteile im Produkt 33 %. Gesamtkakaobestandteile im Produkt 13 %.","{'Energie': '566 kcal', 'Fett': '35 g', 'Fett, davon gesättigte Fettsäuren': '22,6 g', 'Kohlenhydrate': '53,5 g', 'Kohlenhydrate, davon Zucker': '53,3 g', 'Eiweiß': '8,7 g', 'Salz': '0,313 g'}",Kühl und trocken aufbewahren.,https://img.rewe-static.de/0249183/6513720_digital-image.png
8899467,BiFi Original Salami 6x20g,BiFi,20,g,https://shop.rewe.de/p/bifi-original-salami-6x20g/8899467,1.99,Euro,Deutschland,"Artikelnummer 8899467,BiFi Original - Der Klassiker. Die BiFi Salami Sticks sind der perfekte Snack für den spontanen Heisshunger to go oder einfach für zwischendurch. Egal ob auf langen Autofahrten, im Büro oder als Stärkung beim Sport. BiFi liefert Energie. 
BiFi Original Salami Sticks werden über Buchenholz geräuchert , anschließend luftgetrocknet und dann mit einer köstlichen Gewürzmischung aus Pfeffer, Koriander und Knoblauch verfeinert - für den einzigartigen BiFi Geschmack.",Fleisch & Fisch>Wurst & Aufschnitt>Wurst- & Salami-Snacks,"Schweinefleisch, Rindfleisch, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Dextrose, Gewürze (Pfeffer, Koriander, Knoblauch), Antioxidationsmittel (Natriumascorbat), Konservierungsstoff (Natriumnitrit), Buchenholzrauch.","{'Energie': '514 kcal', 'Fett': '46 g', 'Fett, davon gesättigte Fettsäuren': '20 g', 'Kohlenhydrate': '1 g', 'Kohlenhydrate, davon Zucker': '0,9 g', 'Eiweiß': '24 g', 'Salz': '4,2 g'}",,https://img.rewe-static.de/8899467/38898732_digital-image.png
440964,Cantaloupe-Melone 1 Stück,,,,https://shop.rewe.de/p/cantaloupe-melone-1-stueck/440964,2.99,Euro,"Portugal, Marokko, Frankreich, Spanien, Israel, Brasilien, Costa Rica; Italien","Artikelnummer 440964,Cantaloupe-Melonen werden zwischen 0,5- 1,5 kg schwer und haben eine runde Form. Die Schale kann sowohl glatt als auch genetzt sein, ist hellgrün bis gelblich und meist von dunkleren Streifen durchzogen. Das Fruchtfleisch ist orangefarben. Vorwiegend angebaut in Frankreich, Spanien, Israel, Brasilien, Costa Rica und Italien. Sehr süß und saftig. Benetzte Melonen haben weniger parfümiertes Fruchtfleisch. Rohverzehr. Leicht gepfeffert passen sie gut zu Parmaschinken. Melonen vor dem Servieren 1 - 2 Stunden in den Kühlschrank legen, dann schmecken sie besonders erfrischend. Melone quer halbieren. Die flachen, weißen Samen mit dem Löffel herauslösen, dann in Spalten schneiden. Melonen sind stoß- und druckempfindlich. Nicht im Kühlschrank lagern, da sonst Kälteschäden auftreten.",Obst & Gemüse>Frisches Obst>Melonen,,{},,https://img.rewe-static.de/0440964/23270642_digital-image.png
8398516,Marca Italia Parmigiano Reggiano gerieben 60g,Marca Italia,60,g,https://shop.rewe.de/p/marca-italia-parmigiano-reggiano-gerieben-60g/8398516,1.99,Euro,Italien,Artikelnummer 8398516,"Käse, Eier & Molkerei>Käse & Käseersatz>Hartkäse","Zutaten: MILCH, Salz, Lab.","{'Energie': '403 kcal', 'Fett': '30 g', 'Fett, davon gesättigte Fettsäuren': '20 g', 'Kohlenhydrate': '0 g', 'Kohlenhydrate, davon Zucker': '0 g', 'Eiweiß': '32 g', 'Salz': '1,6 g'}",,https://img.rewe-static.de/8398516/32695783_digital-image.png
1076627,REWE Beste Wahl Ciabatta 300g,REWE Beste Wahl,300,g,https://shop.rewe.de/p/rewe-beste-wahl-ciabatta-300g/1076627,1.39,Euro,Deutschland,"Artikelnummer 1076627,Im Backofen in wenigen Minuten schnell zubereitet und servierfertig, eignen sich unsere REWE Beste Wahl Aufbackwaren für jede Gelegenheit. Kontakt: Glockenbrot Bäckerei GmbH & Co. oHG, D-60386 Frankfurt am Main, D-85232 Bergkirchen.","Brot, Cerealien & Aufstriche>Brötchen>Aufbackbrötchen","WEIZENMEHL, Wasser, WEIZENSAUERTEIG getrocknet, Olivenöl, Speisesalz, Hefe, Stabilisator (Guarkernmehl), Zucker, Gerstenmalzextrakt, Emulgator (Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren), Ethanol. ","{'Energie': '264 kcal', 'Fett': '2,5 g', 'Fett, davon gesättigte Fettsäuren': '0,6 g', 'Kohlenhydrate': '50,4 g', 'Kohlenhydrate, davon Zucker': '3,1 g', 'Ballaststoffe': '3,5 g', 'Eiweiß': '8,1 g', 'Salz': '1,2 g'}",,https://img.rewe-static.de/1076627/24593417_digital-image.png
2224358,REWE Bio Cherry Romatomaten 250g,REWE Bio,250,g,https://shop.rewe.de/p/rewe-bio-cherry-romatomaten-250g/2224358,3.99,Euro,Spanien oder Deutschland,Artikelnummer 2224358,Obst & Gemüse>Frisches Gemüse>Tomaten,,{},,https://img.rewe-static.de/2224358/23270214_digital-image.png
7827840,REWE Bio Hirtenkäse 45% 200g,REWE Bio,200,g,https://shop.rewe.de/p/rewe-bio-hirtenkaese-45-200g/7827840,2.19,Euro,,Artikelnummer 7827840,"Käse, Eier & Molkerei>Käse & Käseersatz>Feta & Schafskäse","Zutaten: KäsereiMILCH*, Speisesalz, mikrobielles Lab, Käsereikulturen (enthält MILCH), Calciumchlorid. *aus kontrolliert biologischer Landwirtschaft.","{'Energie': '263 kcal', 'Fett': '21 g', 'Fett, davon gesättigte Fettsäuren': '14 g', 'Kohlenhydrate': '0,7 g', 'Kohlenhydrate, davon Zucker': '0,7 g', 'Ballaststoffe': '0 g', 'Eiweiß': '17 g', 'Salz': '2,5 g'}",Nach dem Öffnen weiterhin im Kühlschrank aufbewahren und alsbald verzehren.,https://img.rewe-static.de/7827840/34863522_digital-image.png
